Name,Price,Brand,Url,Rated,Votes,Imgs,CPU,RAM,ManHinh,OCung,Card,HDH,KT&KL
"Laptop Asus Vivobook A415EA-EK2429W i3 1115G4/8GB/512GB/14"" FHD/Win 11",12490000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-a415ea-ek2429w-i3-1115g4,4.8,86,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/30/637476249030655365_asus-vivobook-a415-bac-800x800-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/30/637476249025811453_asus-vivobook-a415-bac-800x800-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/30/637476249024874081_asus-vivobook-a415-bac-800x800-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/30/637476249026124010_asus-vivobook-a415-bac-800x800-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/30/637476249023936501_asus-vivobook-a415-bac-800x800-5.jpg']","Intel, Core i3, 1115G4","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","14.0 inch, 1920 x 1080 Pixels, TN, 60 Hz, 220 nits, FHD",SSD 512 GB,Intel UHD Graphics,Windows 11 Home,"324 x 215 x 17.9 mm, 1.35 kg"
"Laptop HP 15s fq2711TU i3 1115G4/8GB/256GB/15.6""FHD/Win 11",9990000,HP,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq2711tu-i3-1115g4,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/2/638109605846633539_hp-15s-fq-vang-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/2/638109609713233366_hp-15s-fq-vang-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/2/638109609713012923_hp-15s-fq-vang-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/2/638109609712537024_hp-15s-fq-vang-5.jpg']","Intel, Core i3, 1115G4","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, Anti-Glare",SSD 256 GB,Intel UHD Graphics,Windows 11 Home,"35.85 x 24.2 x 1.79 cm, 1.7 kg"
Laptop MacBook Air M2 2022 13 inch 8CPU 10GPU 8GB 512GB,30790000,Apple (MacBook),https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-2022-13-inch?dung-luong=512gb,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637901923612601202_macbook-air-m2-2022-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637901923613382101_macbook-air-m2-2022-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637901923611350779_macbook-air-m2-2022-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637901923608538266_macbook-air-m2-2022-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637901923611819562_macbook-air-m2-2022-den-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637901923607757000_macbook-air-m2-2022-den-6.jpg']","Apple, M2, 8 - Core","8 GB, LPDDR4, 3200 MHz","13.6 inch, 2560 x 1644 Pixels, IPS, 60 Hz, 500 nits, Liquid Retina",SSD 512 GB,Apple M2 GPU 10 nhân,Ventura,"30.41 x 21.5 x 1.13 cm, 1.24"
"Laptop HP Pavilion 15 eg2057TU i5 1240P/8GB/512GB/15.6""FHD/Win 11",15790000,HP,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2057tu-i5-1240p,4.9,115,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947006435405914_hp-pavilion-15-eg-bac-2022-win11-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947006435405914_hp-pavilion-15-eg-bac-2022-win11-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947006435093416_hp-pavilion-15-eg-bac-2022-win11-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947006433687134_hp-pavilion-15-eg-bac-2022-win11-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/29/637947006430405777_hp-pavilion-15-eg-bac-2022-win11-5.jpg']","Intel, Core i5, 1240P","8 GB (2 thanh 4 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 250 nits, IPS FHD",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home Single Language,"360.2 x 234 x 17.9 mm, 1.702 kg"
"Laptop MSI Modern 15 A11MU-1022VN i5 1155G7/8GB/512GB/15.6""FHD/Win 11_Xám",13990000,MSI,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-15-a11mu-1022vn-i5-1155g7,4.8,80,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663479331129814_msi-modern-15-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663479326129766_msi-modern-15-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663479325504797_msi-modern-15-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663479326285995_msi-modern-15-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663479327848578_msi-modern-15-xam-5.jpg']","Intel, Core i5, 1155G7","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","15.6 inch Chính:, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, LED Backlit Chính:",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home Single Language,"356.8 x 233.7 x 16.9 mm, 1.6 kg"
Laptop MacBook Pro 16 2023 M2 Max 12CPU 38GPU 32GB/1TB,90990000,Apple (MacBook),https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-16-2023-m2-max-12cpu-38gpu,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096362865805076_macbook-pro-16-2023-m2-pro-xam-8.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096362865648046_macbook-pro-16-2023-m2-pro-xam-7.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096362865335112_macbook-pro-16-2023-m2-pro-xam-9.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096362869392235_macbook-pro-16-2023-m2-pro-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096362869548173_macbook-pro-16-2023-m2-pro-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096362865648046_macbook-pro-16-2023-m2-pro-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096362866907258_macbook-pro-16-2023-m2-pro-xam-6.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096362867479732_macbook-pro-16-2023-m2-pro-xam-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096362868766853_macbook-pro-16-2023-m2-pro-xam-3.jpg']","Apple, M2 Max, 12-Core","32 GB, Hãng không công bố, Hãng không công bố","16.2 inch, 3456 x 2234 Pixels, OLED, 120 Hz, 1000 nits, Retina",SSD 1 TB,Apple M2 Max 38-core GPU,Ventura,"35.57 x 24.81 x 1.68 cm, 2.16 kg"
"Laptop MacBook Pro 16"" 2021 M1 Max 1TB",77490000,Apple (MacBook),https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-16-2021-m1-max,5,73,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/19/637702682508615222_macbook-pro-16-2021-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/19/637702682507677814_macbook-pro-16-2021-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/19/637702682505958965_macbook-pro-16-2021-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/10/19/637702682511584031_macbook-pro-16-2021-xam-4.jpg']","Apple, M1 Max, 10-Core","32 GB, LPDDR4, 3200 MHz","16.2 inch, 3456 x 2234 Pixels, OLED, 120 Hz, Retina",SSD 1 TB,Apple M1 Max GPU 32-core,macOS 12,"35.57 x 24.81 x 1.68 cm, 2.129 kg"
Laptop MSI Gaming Katana GF66 12UDK-814VN i7 12650H/16G/512G/15.6FHD/GeForce RTX 3050Ti 4GB/Win11_Balo,27990000,MSI,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-gf66-12udk-814vn-i7-12650h,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841585071699_msi-gaming-katana-gf66-12u-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841585583091_msi-gaming-katana-gf66-12u-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841584664118_msi-gaming-katana-gf66-12u-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841584664118_msi-gaming-katana-gf66-12u-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841585172929_msi-gaming-katana-gf66-12u-den-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/19/638017841584765856_msi-gaming-katana-gf66-12u-den-6.jpg']","Intel, Core i7, 12650H","16 GB (2 thanh 8 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, FHD",SSD 512 GB,NVIDIA GeForce RTX 3050 Ti 4 GB; Intel UHD Graphics,Windows 11 Home,"359 x 259 x 27.9 mm, 2.25 kg"
"Laptop Dell Inspiron 16 N5620 i7-1255U/16GB/512GB/16.0""FHD+/Win 11",26490000,Dell,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-16-n5620-i7-1255u-win-11,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164981330129_dell-inspiron-16-n5620-bac-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164980080111_dell-inspiron-16-n5620-bac-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164981486395_dell-inspiron-16-n5620-bac-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164981173899_dell-inspiron-16-n5620-bac-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/22/637941164969767499_dell-inspiron-16-n5620-bac-5.jpg']","Intel, Core i7, 1255U","16 GB (2 thanh 8 GB), DDR4, 3200 MHz","16.0 inch, 1920 x 1200 Pixels, WVA, 60 Hz, 300 nits, Anti - Glare",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home Single Language,"356.78 x 251.9 x 15.67 - 17.95 mm, 1.97 kg"
"Laptop Lenovo IdeaPad Slim 3 i5 1135G7/12GB/256GB/15.6""FHD Touch_NK",11990000,Lenovo,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-i5-1135g7,5,111,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/7/637927902047307351_lenovo-ideapad-slim-3-i5-1135g7-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/7/637927902047307351_lenovo-ideapad-slim-3-i5-1135g7-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/7/637927902047151146_lenovo-ideapad-slim-3-i5-1135g7-xam-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/7/637927902046838611_lenovo-ideapad-slim-3-i5-1135g7-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/7/7/637927902046838611_lenovo-ideapad-slim-3-i5-1135g7-xam-1.jpg']","Intel, Core i5, 1135G7","12 GB, DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, TN, 60 Hz, 200 nits, FHD Touch",SSD 256 GB,Intel Iris Xe Graphics,Windows 11 Home,"359 x 235 x 19.9 mm, 1.65 kg"
"Laptop Lenovo Yoga 7 14ACN6 R7 5800U/8GB/512GB/14.0""FHD/Win 10",21690000,Lenovo,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-yoga-7-14acn6-r7-5800u?he-dieu-hanh=win-10,4.9,217,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/11/5/637717449033202966_lenovo-yoga-7-14acn6-r7-5800u-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/11/5/637717449031952817_lenovo-yoga-7-14acn6-r7-5800u-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/11/5/637717449037109205_lenovo-yoga-7-14acn6-r7-5800u-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/11/5/637717449037890322_lenovo-yoga-7-14acn6-r7-5800u-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/11/5/637717449036171573_lenovo-yoga-7-14acn6-r7-5800u-xam-5.jpg']","AMD, Ryzen 7, 5800U","8 GB, LPDDR4X, 4266 MHz","14.0 inch, 1920 x 1080 Pixels, IPS Glossy, 300 nits, IPS LCD",SSD 512 GB,AMD Radeon Graphics,Windows 10 Home,"15.69 x 320.34 x 214.6 mm, 1.45 kg"
"Laptop Asus Vivobook X515KA-EJ135W N6000/4GB/256GB/15.6"" FHD/Win11",8590000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-x515ka-ej135w-n6000,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/12/637460615820979956_asus-vivobook-x515-bac-1.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/12/637460615820198942_asus-vivobook-x515-bac-2.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/12/637460615819417446_asus-vivobook-x515-bac-3.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/12/637460615819886198_asus-vivobook-x515-bac-4.png', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/1/12/637460615820042405_asus-vivobook-x515-bac-5.png']","Intel, Pentium, N6000","4 GB, DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 200 nits, Anti - Glare",SSD 256 GB,Intel UHD Graphics,Windows 11 Home,"360 x 235 x 19.9 mm, 1.8 kg"
"Laptop Lenovo IdeaPad 3 14IAU7 i3 1215U/8GB/512GB/14.0""FHD/Win 11",11690000,Lenovo,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-3-14iau7-i3-1215u-512gb,4.5,2,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/14/638119938225084054_lenovo-ideapad-3-14iau7-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/14/638119938221506005_lenovo-ideapad-3-14iau7-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/14/638119938224130510_lenovo-ideapad-3-14iau7-xam-3.jpg']","Intel, Core i3, 1215U","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","14.0 inch, 1920 x 1080 Pixels, TN, 60 Hz, 250 nits,  Anti-Glare LED-Backlit Display",SSD 512 GB,Intel UHD Graphics,Windows 11 Home,"324.2 x 215.7 x 19.9 mm, 1.43 kg"
"Laptop LG Gram 16Z90Q-G.AH54A5 i5 1240P/16GB/512GB/16""WQXGA/Win 11",36400000,LG,https://fptshop.com.vn/may-tinh-xach-tay/lg-gram-16z90q-gah54a5-i5-1240p,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/4/638084271905434107_lg-gram-16z90q-gah54a5-trang-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/4/638084271907348844_lg-gram-16z90q-gah54a5-trang-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/4/638084271904946315_lg-gram-16z90q-gah54a5-trang-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/4/638084271902582858_lg-gram-16z90q-gah54a5-trang-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/4/638084271905434107_lg-gram-16z90q-gah54a5-trang-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/4/638084271901488352_lg-gram-16z90q-gah54a5-trang-6.jpg']","Intel, Core i5, 12100F","16 GB, DDR5, 5200 MHz","16.0 inch, 2560 x 1600 Pixels, IPS, 144 Hz, 350 nits, Anti - Glare",SSD 512 GB,Intel Iris Xe Graphics,Windows 11,"354,5 x 242,1 x 16,8 mm, 1.199 kg"
"Laptop MSI Modern 14 B11MOU-1031VN i7 1195G7/8GB/512GB/14""FHD/Win11",15490000,MSI,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-14-b11mou-1031vn-i7-1195g7,4.9,87,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663485446763324_msi-modern-14-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663485447075881_msi-modern-14-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663485445044715_msi-modern-14-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663485447075881_msi-modern-14-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663485449263379_msi-modern-14-xam-5.jpg']","Intel, Core i7, 1195G7","8 GB, DDR4, 3200 MHz","14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, IPS LCD LED Backlit, True Tone",SSD 512 GB,Intel Iris Xe Graphics,Windows 11,"319 x 219 x 16.9 mm, 1.3 kg"
"Laptop MSI Modern 15 B13M-438VN i5 1335U/8GB/512GB/15.6""FHD/Win11",17890000,MSI,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-15-b13m-438vn-i5-1335u,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/9/638139833422414375_msi-modern-15-b13m-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/9/638139833422414375_msi-modern-15-b13m-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/9/638139833421474178_msi-modern-15-b13m-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/9/638139833422884340_msi-modern-15-b13m-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/3/9/638139833422099055_msi-modern-15-b13m-den-5.jpg']","Intel, Core i5, 1335U","8 GB, DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, FHD",SSD 512 GB,Intel UHD Graphics,Windows 11 Home,"359 x 241 x 19.9 mm, 1.7 kg"
"Laptop Lenovo IdeaPad 5 15IAL7 i5 1235u/8GB/512GB/15.6""FHD/Win 11",15990000,Lenovo,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-5-15ial7-i5-1235u,4.9,32,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001246554456115_lenovo-ideapad-5-15ial7-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001246554143540_lenovo-ideapad-5-15ial7-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001246552893505_lenovo-ideapad-5-15ial7-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001246554300506_lenovo-ideapad-5-15ial7-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001246553362285_lenovo-ideapad-5-15ial7-xam-5.jpg']","Intel, Core i5, 1235U","8 GB, DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, Hãng không công bố, 300 nits, IPS",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home Single Language,"356.67 x 233.13 x 16.9 mm, 1.85 kg"
"Laptop MSI Modern 14 B11MOU-1065VN i7-1195G7/8GB/512GB/14"" FHD/Win11",15490000,MSI,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-14-b11mou-1065vn-i7-1195g7,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663485446763324_msi-modern-14-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663485447075881_msi-modern-14-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663485445044715_msi-modern-14-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663485447075881_msi-modern-14-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663485449263379_msi-modern-14-xam-5.jpg']","Intel, Core i7, 1195G7","8 GB, DDR4, 3200 MHz","14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, FHD",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home,"319 x 219 x 16.9 18.1 mm, 1.3 kg"
